artist,attack,collectible,cost,durability,dust,entourage,faction,flavor,health,howToEarn,howToEarnGolden,id,mechanics,name,overload,playRequirements,playerClass,race,rarity,set,spellDamage,targetingArrowText,text,type
James Zhang,2.0,True,2.0,,"[40, 400, 5, 50]",,,"At first he liked juggling chain saws, but then he thought, ""Flames are better!  Because FIRE!""",3.0,,,AT_094,['BATTLECRY'],Flame Juggler,,,NEUTRAL,,COMMON,TGT,,,<b>Battlecry:</b> Deal 1 damage to a random enemy.,MINION
Kerem Beyit,,True,5.0,,"[400, 1600, 100, 400]",,,Virtually every member of the pro demon lobby is a warlock. Weird.,,,,GVG_019,,Demonheart,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",WARLOCK,,EPIC,GVG,,,"Deal $5 damage to a minion.  If it's a friendly Demon, give it +5/+5 instead.",SPELL
Mike Sass,4.0,True,4.0,,,,,"Try putting it on.  Wait, let me get my camera.",4.0,"Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",LOE_119,,Animated Armor,,,MAGE,,RARE,LOE,,,Your hero can only take 1 damage at a time.,MINION
Dany Orizio,3.0,True,3.0,,,,HORDE,"Orcish raiders ride wolves because they are well adapted to harsh environments, and because they are soft and cuddly.",1.0,,Unlocked at Warrior Level 59.,CS2_124,['CHARGE'],Wolfrider,,,NEUTRAL,,FREE,CORE,,,<b>Charge</b>,MINION
Matt Dixon,3.0,True,2.0,,,,,Deals damage when he croaks.,2.0,"Unlocked in The Ruined City, in the League of Explorers adventure.","Crafting unlocked in The Ruined City, in the League of Explorers adventure.",LOE_046,['DEATHRATTLE'],Huge Toad,,,NEUTRAL,BEAST,COMMON,LOE,,,<b>Deathrattle:</b> Deal 1 damage to a random enemy.,MINION
Alex Horley Orlandelli,2.0,True,3.0,,,,,"Flamewakers HATE being confused for Flamewalkers. They just wake up fire, they don’t walk on it. Walking on fire is CRAZY.",4.0,"Unlocked in Blackwing Lair, in the Blackrock Mountain adventure.","Crafting unlocked in Blackwing Lair, in the Blackrock Mountain adventure.",BRM_002,,Flamewaker,,,MAGE,,RARE,BRM,,,"After you cast a spell, deal 2 damage randomly split among all enemies.",MINION
Alex Horley Orlandelli,3.0,True,2.0,,"[100, 800, 20, 100]",,,BOOM BABY BOOM!  BAD IS GOOD!  DOWN WITH GOVERNMENT!,2.0,,,NEW1_020,,Wild Pyromancer,,,NEUTRAL,,RARE,EXPERT1,,,"After you cast a spell, deal 1 damage to ALL minions.",MINION
J. Curtis Cranford,1.0,True,2.0,,,,,Arachnofauxbia: Fear of fake spiders.,2.0,"Unlocked in The Arachnid Quarter, in the Naxxramas adventure.","Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",FP1_002,['DEATHRATTLE'],Haunted Creeper,,,NEUTRAL,BEAST,COMMON,NAXX,,,<b>Deathrattle:</b> Summon two 1/1 Spectral Spiders.,MINION
Jonathan Ryder,0.0,True,2.0,,,,,Totemsmiths like to use the rarest woods for their totems.  There are even rumors of totems made of Ironbark Protectors.,3.0,Unlocked at Level 4.,Unlocked at Level 43.,EX1_565,"['ADJACENT_BUFF', 'AURA']",Flametongue Totem,,,SHAMAN,TOTEM,COMMON,CORE,,,Adjacent minions have +2 Attack.,MINION
Raymond Swanland,6.0,True,7.0,,"[1600, 3200, 400, 1600]",,,The Sen'jin High football team is The Gahz'rillas.,9.0,,,GVG_049,,Gahz'rilla,,,HUNTER,BEAST,LEGENDARY,GVG,,,"Whenever this minion takes damage, double its Attack.",MINION
Edouard Guiton & Tony Washington,5.0,True,4.0,,"[100, 800, 20, 100]",,,Yep.  It's a horse... wearing armor... going to war.,3.0,,,AT_108,['BATTLECRY'],Armored Warhorse,,,NEUTRAL,BEAST,RARE,TGT,,,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, gain <b>Charge</b>.",MINION
Dave Allsop,3.0,True,6.0,,,,,"His favorites are classic tragedies like ""The Hobbit"" and ""Grendel"".",6.0,"Unlocked in the Spire, in One Night in Karazhan.","Crafting unlocked in the Spire, in One Night in Karazhan.",KAR_033,['BATTLECRY'],Book Wyrm,,"{'REQ_TARGET_MAX_ATTACK': 3, 'REQ_NONSELF_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND': 0, 'REQ_MINION_TARGET': 0, 'REQ_ENEMY_TARGET': 0}",NEUTRAL,DRAGON,RARE,KARA,,,"<b>Battlecry:</b> If you're holding a Dragon, destroy an enemy minion with 3 or less Attack.",MINION
Ben Thompson,3.0,True,3.0,,"[1600, 3200, 400, 1600]",,,"HATES being called ""the wonder twins"".",4.0,,,AT_131,,Eydis Darkbane,,,NEUTRAL,,LEGENDARY,TGT,,,"Whenever <b>you</b> target this minion with a spell, deal 3 damage to a random enemy.",MINION
Anton Zemskov,4.0,True,3.0,,"[100, 800, 20, 100]",,,"The Scarlet Crusade is doing market research to find out if the ""Mauve Crusade"" would be better received.",3.0,,,GVG_101,['BATTLECRY'],Scarlet Purifier,,,PALADIN,,RARE,GVG,,,<b>Battlecry:</b> Deal 2 damage to all minions with <b>Deathrattle</b>.,MINION
Eric Braddock,4.0,True,5.0,,,,,"He loves skulking. He skulks after hours just for the joy of it, but his friends are pretty worried he'll get burnt out.",3.0,"Unlocked in Blackwing Lair, in the Blackrock Mountain adventure.","Crafting unlocked in Blackwing Lair, in the Blackrock Mountain adventure.",BRM_008,['BATTLECRY'],Dark Iron Skulker,,,ROGUE,,RARE,BRM,,,<b>Battlecry:</b> Deal 2 damage to all undamaged enemy minions.,MINION
E. Guiton & Nutchapol ,6.0,True,7.0,,"[1600, 3200, 400, 1600]",,,Garrosh's best buddy. It's true. Look it up.,5.0,,,OG_220,['BATTLECRY'],Malkorok,,,WARRIOR,,LEGENDARY,OG,,,<b>Battlecry:</b> Equip a random weapon.,MINION
Eric Browning,1.0,True,2.0,,,,,OOZE... Ooze... Ooze... (ooze...),2.0,"Unlocked in Frostwyrm Lair, in the Naxxramas adventure.","Crafting unlocked in Frostwyrm Lair, in the Naxxramas adventure.",FP1_003,['BATTLECRY'],Echoing Ooze,,,NEUTRAL,,EPIC,NAXX,,,<b>Battlecry:</b> Summon an exact copy of this minion at the end of the turn.,MINION
Dan Scott,8.0,True,12.0,,,,,"Claims to be drawn to Karazhan because of the ley lines. Actually, just loves Moroes’ cooking.",8.0,"Unlocked in the Opera, in One Night in Karazhan.","Crafting unlocked in the Opera, in One Night in Karazhan.",KAR_711,,Arcane Giant,,,NEUTRAL,,EPIC,KARA,,,"[x]Costs (1) less for each spell
you've cast this game.",MINION
Zoltan & Gabor,1.0,True,3.0,,"[40, 400, 5, 50]",,,"The gnomes are valiant and ready to return to their irradiated, poorly ventilated homeland!",4.0,,,GVG_098,"['CHARGE', 'TAUNT']",Gnomeregan Infantry,,,NEUTRAL,,COMMON,GVG,,,"<b>Charge</b>
<b>Taunt</b>",MINION
Trent Kaniuga,3.0,True,3.0,,"[400, 1600, 100, 400]",,,"The Blood Knights get their holy powers from the Sunwell, which you should NOT bathe in.",3.0,,,EX1_590,['BATTLECRY'],Blood Knight,,,NEUTRAL,,EPIC,EXPERT1,,,<b>Battlecry:</b> All minions lose <b>Divine Shield</b>. Gain +3/+3 for each Shield lost.,MINION
Anton Zemskov,3.0,True,3.0,,"[40, 400, 5, 50]",,,Check it out.  You can do barrel rolls on this thing.,3.0,,,AT_083,['INSPIRE'],Dragonhawk Rider,,,NEUTRAL,,COMMON,TGT,,,"<b>Inspire:</b> Gain <b>Windfury</b>
this turn.",MINION
Lucas Graciano,,True,4.0,,,,,"Given the number of kings who have been assassinated, are you sure you want their blessing?",,Unlocked at Level 10.,Unlocked at Level 49.,CS2_092,,Blessing of Kings,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PALADIN,,COMMON,CORE,,,Give a minion +4/+4. <i>(+4 Attack/+4 Health)</i>,SPELL
Matt Dixon,3.0,True,3.0,,,,,The Murloc is taking the picture.,3.0,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",KAR_095,['BATTLECRY'],Zoobot,,,NEUTRAL,MECHANICAL,COMMON,KARA,,,"<b>Battlecry:</b> Give a random friendly Beast, Dragon, and Murloc +1/+1.",MINION
Sedhayu Ardian,4.0,True,3.0,,"[100, 800, 20, 100]",,,"Having Arcane golems at home really classes up the place, and as a bonus they are great conversation pieces.",4.0,,,EX1_089,['BATTLECRY'],Arcane Golem,,,NEUTRAL,,RARE,EXPERT1,,,<b>Battlecry:</b> Give your opponent a Mana Crystal.,MINION
Paul Mafayon,2.0,True,4.0,,"[40, 400, 5, 50]",,,The Overmind and the Old Gods are surprisingly similar.,3.0,,,OG_249,"['DEATHRATTLE', 'TAUNT']",Infested Tauren,,,NEUTRAL,,COMMON,OG,,,"<b>Taunt</b>
<b>Deathrattle:</b> Summon a 2/2 Slime.",MINION
James Zhang,,True,7.0,,,,,Rogues are not good joggers.,,Unlocked at Level 10.,Unlocked at Level 49.,CS2_077,,Sprint,,,ROGUE,,COMMON,CORE,,,Draw 4 cards.,SPELL
Alex Aleksandrov,2.0,True,1.0,,,,,"He used to get work as a Spacial Anomaly, but he got tired of having his polarity reversed.",1.0,"Unlocked in the Parlor, in One Night in Karazhan.","Crafting unlocked in the Parlor, in One Night in Karazhan.",KAR_036,,Arcane Anomaly,,,NEUTRAL,,COMMON,KARA,,,"Whenever you cast a spell, give this minion
+1 Health.",MINION
Gabor Szikszai,2.0,True,2.0,,"[40, 400, 5, 50]",,,"Do the slow chant when he waddles by: ""Chug! Chug! Chug!""",3.0,,,GVG_002,['FREEZE'],Snowchugger,,,MAGE,MECHANICAL,COMMON,GVG,,,<b>Freeze</b> any character damaged by this minion.,MINION
Anton Zemskov,2.0,True,3.0,,"[40, 400, 5, 50]",,,Make sure you summon a Twilight Marshmallowcaller too! Mmmm Mmm Mmm!!,2.0,,,OG_083,['BATTLECRY'],Twilight Flamecaller,,,MAGE,,COMMON,OG,,,<b>Battlecry:</b> Deal 1 damage to all enemy minions.,MINION
Bobby Chiu,3.0,True,5.0,,,,,"If you love getting your face punched, come to the Grim Guzzler!",3.0,"Unlocked in Blackrock Depths, in the Blackrock Mountain adventure.","Crafting unlocked in Blackrock Depths, in the Blackrock Mountain adventure.",BRM_019,,Grim Patron,,,NEUTRAL,,RARE,BRM,,,"Whenever this minion survives damage, summon another Grim Patron.",MINION
Mark Gibbons,,True,4.0,,"[100, 800, 20, 100]",,,"You can rationalize it all you want, it's still a mean thing to do.",,,,EX1_334,,Shadow Madness,,"{'REQ_TARGET_MAX_ATTACK': 3, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0, 'REQ_NUM_MINION_SLOTS': 1, 'REQ_ENEMY_TARGET': 0}",PRIEST,,RARE,EXPERT1,,,Gain control of an enemy minion with 3 or less Attack until end of turn.,SPELL
Mauricio Herrera,,True,6.0,,"[400, 1600, 100, 400]",,,You have to get past the vendors first.  So many are lost to shopping...,,,,AT_078,,Enter the Coliseum,,,PALADIN,,EPIC,TGT,,,Destroy all minions except each player's highest Attack minion.,SPELL
Michael Komarck,3.0,True,4.0,,"[100, 800, 20, 100]",,,The ethereals are wrapped in cloth to give form to their non-corporeal bodies. Also because it's nice and soft.,3.0,,,EX1_274,,Ethereal Arcanist,,,MAGE,,RARE,EXPERT1,,,"If you control a <b>Secret</b> at the end of your turn, gain +2/+2.",MINION
Paul Mafayon,1.0,True,1.0,,"[40, 400, 5, 50]",,,"Hates when N'Zoth yells ""Ahoy Matey!!"", but there's not really much he can do about it. ",1.0,,,OG_312,['BATTLECRY'],N'Zoth's First Mate,,,WARRIOR,PIRATE,COMMON,OG,,,<b>Battlecry:</b> Equip a 1/3 Rusty Hook.,MINION
Chris Rahn,5.0,True,7.0,,"[1600, 3200, 400, 1600]",,,She sees into your past and makes you face your fears.  Most common fear:  Getting Majordomo out of Sneed's Old Shredder.,4.0,,,AT_018,['INSPIRE'],Confessor Paletress,,,PRIEST,,LEGENDARY,TGT,,,<b>Inspire:</b> Summon a random <b>Legendary</b> minion.,MINION
Mike Sass,,True,2.0,,,,,"""I know some new tricks, a lot of good tricks. I will show them to you. Medivh will not mind at all if I do.""",,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",KAR_004,['SECRET'],Cat Trick,,,HUNTER,,RARE,KARA,,,"<b>Secret:</b> After your opponent casts a spell, summon a 4/2 Panther with <b>Stealth</b>.",SPELL
Arthur Gimaldinov,3.0,True,5.0,,,,,"B4 is a nice place to visit, but he wouldn't want to live there.",4.0,"Unlocked in the Opera, in One Night in Karazhan.","Crafting unlocked in the Opera, in One Night in Karazhan.",KAR_204,['BATTLECRY'],Onyx Bishop,,,PRIEST,,RARE,KARA,,,<b>Battlecry:</b> Summon a friendly minion that died this game.,MINION
Luca Zontini,,True,3.0,,"[100, 800, 20, 100]",,,"Favored by shaman who study the art of restoration and healing, this spell would feel smug, if it had feelings.",,,,AT_048,,Healing Wave,,{'REQ_TARGET_TO_PLAY': 0},SHAMAN,,RARE,TGT,,,"Restore #7 Health. Reveal a minion in each deck. If yours costs more, Restore #14 instead.",SPELL
Alex Horley Orlandelli,1.0,True,1.0,,,,,"No relation to ""The Voidsteppers"", the popular Void-based dance troupe.",3.0,Unlocked at Level 1.,Unlocked at Level 36.,CS2_065,['TAUNT'],Voidwalker,,,WARLOCK,DEMON,FREE,CORE,,,<b>Taunt</b>,MINION
Jaemin Kim,4.0,True,4.0,,"[100, 800, 20, 100]",,,Twilight drakes feed on Mystical Energy.  And Tacos.,1.0,,,EX1_043,['BATTLECRY'],Twilight Drake,,,NEUTRAL,DRAGON,RARE,EXPERT1,,,<b>Battlecry:</b> Gain +1 Health for each card in your hand.,MINION
Terese Nielsen,1.0,True,1.0,,,,,They help the downtrodden and distressed.  Also they sell cookies.,3.0,Unlocked at Level 1.,Unlocked at Level 40.,CS2_235,,Northshire Cleric,,,PRIEST,,FREE,CORE,,,"Whenever a minion is healed, draw a card.",MINION
Alex Horley Orlandelli,3.0,True,3.0,,"[40, 400, 5, 50]",,,"He can see really far, and he doesn't use a telescope like those filthy pirates.",3.0,,,CS2_117,['BATTLECRY'],Earthen Ring Farseer,,{'REQ_TARGET_IF_AVAILABLE': 0},NEUTRAL,,COMMON,EXPERT1,,Restore 3 Health.,<b>Battlecry:</b> Restore 3 Health.,MINION
Tom Fleming,2.0,True,2.0,,"[100, 800, 20, 100]",,,"""You'll <i>love</i> my new recipe!"" he says... especially if you're not happy with your current number of limbs.",2.0,,,EX1_059,['BATTLECRY'],Crazed Alchemist,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",NEUTRAL,,RARE,EXPERT1,,Swap Attack and Health of a minion.,<b>Battlecry:</b> Swap the Attack and Health of a minion.,MINION
Arthur Gimaldinov,2.0,True,2.0,,"[40, 400, 5, 50]",,,"That's saberTEETH, not like curved pirate blades.  That's a different kind of druid.  Druid of the Curved Pirate Blades.",1.0,,,AT_042,['CHOOSE_ONE'],Druid of the Saber,,,DRUID,,COMMON,TGT,,,<b>Choose One -</b> Transform to gain <b>Charge</b>; or +1/+1 and <b>Stealth</b>.,MINION
Brian Despain,3.0,True,4.0,,,,HORDE,"Sen'jin Villiage is nice, if you like trolls and dust.",5.0,,Unlocked at Rogue Level 59.,CS2_179,['TAUNT'],Sen'jin Shieldmasta,,,NEUTRAL,,FREE,CORE,,,<b>Taunt</b>,MINION
Simon Bisley,2.0,True,3.0,,"[100, 800, 20, 100]",,,He used to work as an accountant before he tried his hand at Berserkering.,4.0,,,EX1_604,,Frothing Berserker,,,WARRIOR,,RARE,EXPERT1,,,"Whenever a minion takes damage, gain +1 Attack.",MINION
Alex Horley Orlandelli,,True,3.0,,"[400, 1600, 100, 400]",,,If a bright light shines on a priest in Shadowform… do they cast a shadow?,,,,EX1_625,,Shadowform,,,PRIEST,,EPIC,EXPERT1,,,Your Hero Power becomes 'Deal 2 damage'. If already in Shadowform: 3 damage.,SPELL
Michal Ivan,7.0,True,6.0,,"[1600, 3200, 400, 1600]",,,Mogor helped reopen the Dark Portal once. You know you're in trouble when you have to rely on an ogre.,6.0,,,GVG_112,,Mogor the Ogre,,,NEUTRAL,,LEGENDARY,GVG,,,All minions have a 50% chance to attack the wrong enemy.,MINION
Mike Sass,3.0,True,2.0,,"[40, 400, 5, 50]",,ALLIANCE,"He's not really all that crazy, he is just not as careful with explosives as he should be.",2.0,,,EX1_082,['BATTLECRY'],Mad Bomber,,,NEUTRAL,,COMMON,EXPERT1,,,<b>Battlecry:</b> Deal 3 damage randomly split between all other characters.,MINION
Gabe from Penny Arcade,,True,3.0,,,,,"""Kill!"", he commanded.",,Unlocked at Level 10.,Unlocked at Level 49.,EX1_539,,Kill Command,,{'REQ_TARGET_TO_PLAY': 0},HUNTER,,COMMON,CORE,,,"Deal $3 damage. If you have a Beast, deal $5 damage instead.",SPELL
Chris Seaman,,True,6.0,,"[100, 800, 20, 100]",,,This spell can be very Entertaining.,,,,CS2_028,['FREEZE'],Blizzard,,,MAGE,,RARE,EXPERT1,,,Deal $2 damage to all enemy minions and <b>Freeze</b> them.,SPELL
Matt Cavotta,5.0,True,5.0,,,,HORDE,You can hire him... until someone offers him enough gold to turn on you.,4.0,,Unlocked at Shaman Level 55.,CS2_187,['TAUNT'],Booty Bay Bodyguard,,,NEUTRAL,,COMMON,CORE,,,<b>Taunt</b>,MINION
Alex Garner,7.0,True,7.0,,"[1600, 3200, 400, 1600]",,,MARVEL AT HIS MIGHT!,7.0,,,GVG_110,['BATTLECRY'],Dr. Boom,,,NEUTRAL,,LEGENDARY,GVG,,,<b>Battlecry:</b> Summon two 1/1 Boom Bots. <i>WARNING: Bots may explode.</i>,MINION
Zoltan & Gabor,,True,2.0,,"[100, 800, 20, 100]",,,It was just a flesh wound.,,,,CS2_038,,Ancestral Spirit,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",SHAMAN,,RARE,EXPERT1,,,"Give a minion ""<b>Deathrattle:</b> Resummon this minion.""",SPELL
James Ryman,,True,2.0,,,,,"Grow your own mana crystals with this Mana Crystal Growth Kit, only 39.99!",,Unlocked at Level 1.,Unlocked at Level 23.,CS2_013,,Wild Growth,,,DRUID,,FREE,CORE,,,Gain an empty Mana Crystal.,SPELL
Leo Che,,True,1.0,,"[40, 400, 5, 50]",,,Another one bites the dust.,,,,EX1_161,,Naturalize,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",DRUID,,COMMON,EXPERT1,,,Destroy a minion. Your opponent draws 2 cards.,SPELL
Zoltan Boros,3.0,True,4.0,,"[100, 800, 20, 100]",,,"""Hey.... Is that Mire for sale?"" 
""No.  I'm keeping it.""",3.0,,,OG_202,['CHOOSE_ONE'],Mire Keeper,,,DRUID,,RARE,OG,,,"[x]<b>Choose One -</b>Summon a
2/2 Slime; or Gain an
empty Mana Crystal.",MINION
Dan Scott,2.0,True,4.0,,"[100, 800, 20, 100]",,,You don't want to be around after it has eaten an explosive trap.  You thought Sludge Belcher was bad...,4.0,,,OG_254,['BATTLECRY'],Eater of Secrets,,,NEUTRAL,,RARE,OG,,,<b>Battlecry:</b> Destroy all enemy <b>Secrets</b>. Gain +1/+1 for each.,MINION
Lucas Graciano,5.0,True,5.0,,"[100, 800, 20, 100]",,,Summoning a doomguard is risky. <i>Someone</i> is going to die.,7.0,,,EX1_310,"['BATTLECRY', 'CHARGE']",Doomguard,,,WARLOCK,DEMON,RARE,EXPERT1,,,<b>Charge</b>. <b>Battlecry:</b> Discard two random cards.,MINION
Dan Orizio,0.0,True,5.0,,"[400, 1600, 100, 400]",,,Really feels good about himself and is in a much better place now. But… he sure does miss piloting those shredders.,7.0,,,OG_200,,Validated Doomsayer,,,NEUTRAL,,EPIC,OG,,,"At the start of your turn, set this minion's Attack to 7.",MINION
Mike Sass,6.0,True,8.0,,"[40, 400, 5, 50]",,,"Often wonders what path his life might have taken if he wasn't named, you know, ""Eldritch Horror"".",10.0,,,OG_142,,Eldritch Horror,,,NEUTRAL,,COMMON,OG,,,,MINION
Sean McNally,1.0,True,3.0,,,,,"Moroes runs an army of stewards, but still ends up inflating the balloons himself.",1.0,"Unlocked in the Parlor, in One Night in Karazhan.","Crafting unlocked in the Parlor, in One Night in Karazhan.",KAR_044,['STEALTH'],Moroes,,,NEUTRAL,,LEGENDARY,KARA,,,"<b>Stealth</b>
At the end of your turn, summon a 1/1 Steward.",MINION
Alex Garner,,True,2.0,,,,,Rogues are experts at SHIV-al-ry.,,Unlocked at Level 6.,Unlocked at Level 45.,EX1_278,,Shiv,,{'REQ_TARGET_TO_PLAY': 0},ROGUE,,COMMON,CORE,,,Deal $1 damage. Draw a card.,SPELL
Matt Dixon,3.0,True,5.0,,"[40, 400, 5, 50]",,,"""Annoyinger-o-Tron"" was just too unwieldy. And accurate.",4.0,,,OG_145,"['DIVINE_SHIELD', 'TAUNT']",Psych-o-Tron,,,NEUTRAL,MECHANICAL,COMMON,OG,,,"<b>Taunt</b>
<b>Divine Shield</b>",MINION
Jim Nelson,3.0,True,4.0,,"[40, 400, 5, 50]",,,"I berserk, therefore I am.",5.0,,,OG_150,['ENRAGED'],Aberrant Berserker,,,NEUTRAL,,COMMON,OG,,,<b>Enrage:</b> +2 Attack.,MINION
Sean O'Daniels,,True,2.0,,"[100, 800, 20, 100]",,,The denizens of Azeroth have no idea how much work goes into stabilizing portals.  We spend like 30% of GDP on portal upkeep.,,,,GVG_003,,Unstable Portal,,,MAGE,,RARE,GVG,,,Add a random minion to your hand. It costs (3) less.,SPELL
Glenn Rane,1.0,True,1.0,,"[40, 400, 5, 50]",,,"He really just wants to be your friend, but the constant rejection is starting to really get to him.",1.0,,,EX1_029,['DEATHRATTLE'],Leper Gnome,,,NEUTRAL,,COMMON,EXPERT1,,,<b>Deathrattle:</b> Deal 2 damage to the enemy hero.,MINION
Luca Zontini,,True,5.0,,,,,"If the Holy Light forsakes you, good luck casting this spell.  Also, you're probably a jerk.",,Unlocked at Level 6.,Unlocked at Level 45.,CS1_112,,Holy Nova,,,PRIEST,,COMMON,CORE,,,Deal $2 damage to all enemies. Restore #2 Health to all friendly characters.,SPELL
Luca Zontini,3.0,True,5.0,,"[100, 800, 20, 100]",,,He lobbies Orgrimmar daily on behalf of bombs.,3.0,,,GVG_099,['BATTLECRY'],Bomb Lobber,,,NEUTRAL,,RARE,GVG,,,<b>Battlecry:</b> Deal 4 damage to a random enemy minion.,MINION
Evgeniy Zaqumyenny,,True,6.0,,,,,Ain't no party like a Moonglade party ‘cause a Moonglade party got bears.,,"Unlocked in the Spire, in One Night in Karazhan.","Crafting unlocked in the Spire, in One Night in Karazhan.",KAR_075,,Moonglade Portal,,{'REQ_TARGET_TO_PLAY': 0},DRUID,,RARE,KARA,,,"Restore 6 Health. Summon a random
6-Cost minion.",SPELL
Jesper Ejsing,,True,1.0,,"[100, 800, 20, 100]",,,"""Light it up!"" - Command given to both Lightwardens and Goblins holding Flamecannons.",,,,GVG_012,,Light of the Naaru,,{'REQ_TARGET_TO_PLAY': 0},PRIEST,,RARE,GVG,,,"Restore #3 Health. If the target is still damaged, summon a Lightwarden.",SPELL
Robb Shoberg,3.0,True,4.0,,,,,"""Void!  Here, void!  Here, buddy!""",4.0,"Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",FP1_022,['DEATHRATTLE'],Voidcaller,,,WARLOCK,DEMON,COMMON,NAXX,,,<b>Deathrattle:</b> Put a random Demon from your hand into the battlefield.,MINION
